id,prompt
4366,Skriv en anmeldelse av filmen «That Awkward Moment» på rundt 400 ord hvor du gir terningkast 4
5134,Skriv en anmeldelse av filmen «Adjø Montebello» på rundt 600 ord hvor du gir terningkast 4
4083,Skriv en anmeldelse av filmen «2 dager i New York» på rundt 400 ord hvor du gir terningkast 4
5190,Skriv en anmeldelse av filmen «Strangers: prey at night» på rundt 500 ord hvor du gir terningkast 2
3721,Skriv en anmeldelse av filmen «The Green Hornet» på rundt 600 ord hvor du gir terningkast 4
3324,Skriv en anmeldelse av filmen «Det gylne kompasset» på rundt 400 ord hvor du gir terningkast 4
3551,Skriv en anmeldelse av filmen «Mad Men» sesong 2 på rundt 400 ord hvor du gir terningkast 5
4676,Skriv en anmeldelse av filmen «He named me Malala» på rundt 400 ord hvor du gir terningkast 4
4206,Skriv en anmeldelse av filmen «Riddick» på rundt 400 ord hvor du gir terningkast 4
401638,Skriv en anmeldelse av filmen «Slapstick på bondegården» på rundt 400 ord hvor du gir terningkast 5
420,Skriv en anmeldelse av filmen «Det hvite båndet» på rundt 400 ord hvor du gir terningkast 5
4401,Skriv en anmeldelse av filmen «Tusen bitar» på rundt 400 ord hvor du gir terningkast 4
3226,Skriv en anmeldelse av filmen «Dreamgirls» på rundt 400 ord hvor du gir terningkast 3
3979,Skriv en anmeldelse av filmen «Prometheus» på rundt 500 ord hvor du gir terningkast 5
379,Skriv en anmeldelse av filmen «Jakten på hukommelsen» på rundt 400 ord hvor du gir terningkast 5
401341,"Skriv en anmeldelse av filmen «I, Tonya» på rundt 700 ord hvor du gir terningkast 4"
4865,Skriv en anmeldelse av filmen «Supervention II» på rundt 100 ord hvor du gir terningkast 5
5313,Skriv en anmeldelse av filmen «Grinchen» på rundt 600 ord hvor du gir terningkast 4
103,Skriv en anmeldelse av TV-serien «Breaking Bad» sesong 2 på rundt 500 ord hvor du gir terningkast 6
4136,Skriv en anmeldelse av filmen «Sang for Marion» på rundt 400 ord hvor du gir terningkast 4
4951,Skriv en anmeldelse av filmen «Nocturama» på rundt 100 ord hvor du gir terningkast 4
5002,Skriv en anmeldelse av filmen «Danserinnen» på rundt 100 ord hvor du gir terningkast 4
401242,Skriv en anmeldelse av TV-serien «Le Bureau» sesong 3 på rundt 500 ord hvor du gir terningkast 6
4640,Skriv en anmeldelse av filmen «Doktor Proktors tidsbadekar» på rundt 500 ord hvor du gir terningkast 4
4179,Skriv en anmeldelse av filmen «The Way Way Back» på rundt 400 ord hvor du gir terningkast 4
2,Skriv en anmeldelse av TV-serien «The Wire» på rundt 500 ord hvor du gir terningkast 6
3923,Skriv en anmeldelse av filmen «Nåde» på rundt 600 ord hvor du gir terningkast 5
3411,Skriv en anmeldelse av filmen «Mumien: Dragekeiserens grav» på rundt 400 ord hvor du gir terningkast 4
4109,Skriv en anmeldelse av filmen «Victoria» på rundt 400 ord hvor du gir terningkast 3
3797,Skriv en anmeldelse av filmen «Milo på Mars» på rundt 600 ord hvor du gir terningkast 2
402095,Skriv en anmeldelse av TV-serien «Homecoming» på rundt 100 ord hvor du gir terningkast 6
4877,Skriv en anmeldelse av filmen «Kampen om fjordane» på rundt 100 ord hvor du gir terningkast 3
401800,Skriv en anmeldelse av filmen «The girl in the spider’s web» på rundt 400 ord hvor du gir terningkast 3
3515,Skriv en anmeldelse av filmen «The Unborn» på rundt 400 ord hvor du gir terningkast 3
323,Skriv en anmeldelse av TV-serien «OJ Simpson - Made in America» på rundt 100 ord hvor du gir terningkast 6
3564,Skriv en anmeldelse av filmen «Stardust» på rundt 400 ord hvor du gir terningkast 4
401973,Skriv en anmeldelse av filmen «Burning»» på rundt 100 ord hvor du gir terningkast 2
4037,Skriv en anmeldelse av filmen «Hypnotisøren» på rundt 400 ord hvor du gir terningkast 3
4346,Skriv en anmeldelse av filmen «Miraklene i Toscana» på rundt 400 ord hvor du gir terningkast 4
401838,Skriv en anmeldelse av filmen «Satan’s Slaves» på rundt 500 ord hvor du gir terningkast 4
4857,Skriv en anmeldelse av filmen «Trolls» på rundt 100 ord hvor du gir terningkast 3
4709,Skriv en anmeldelse av filmen «Gråtass – gøy på landet!» på rundt 700 ord hvor du gir terningkast 3
56,Skriv en anmeldelse av TV-serien «Family Guy» sesong 9 på rundt 100 ord hvor du gir terningkast 3
4184,Skriv en anmeldelse av filmen «RED 2» på rundt 400 ord hvor du gir terningkast 4
400003,Skriv en anmeldelse av filmen «Ant-Man» på rundt 100 ord hvor du gir terningkast 4
4325,Skriv en anmeldelse av filmen «The Lunchbox» på rundt 400 ord hvor du gir terningkast 5
3803,Skriv en anmeldelse av filmen «Kung Fu Panda 2» på rundt 400 ord hvor du gir terningkast 5
5456,Skriv en anmeldelse av TV-serien «Ozark» sesong 2 på rundt 100 ord hvor du gir terningkast 4
3660,Skriv en anmeldelse av filmen «Wall Street: Money Never Sleeps» på rundt 400 ord hvor du gir terningkast 5
4636,Skriv en anmeldelse av filmen «Taxi Teheran» på rundt 400 ord hvor du gir terningkast 5
4701,Skriv en anmeldelse av filmen «The Assassin» på rundt 600 ord hvor du gir terningkast 6
4604,Skriv en anmeldelse av filmen «Sinister 2» på rundt 700 ord hvor du gir terningkast 3
4338,Skriv en anmeldelse av filmen «Godzilla» på rundt 500 ord hvor du gir terningkast 5
5001,Skriv en anmeldelse av filmen «King Arthur: Legend of the Sword» på rundt 100 ord hvor du gir terningkast 3
3927,Skriv en anmeldelse av filmen «Ghost Rider 2 - Spirit of Vengeance» på rundt 400 ord hvor du gir terningkast 2
401722,Skriv en anmeldelse av filmen «The Nun» på rundt 400 ord hvor du gir terningkast 2
4569,Skriv en anmeldelse av filmen «Jurassic World» på rundt 500 ord hvor du gir terningkast 5
4500,Skriv en anmeldelse av filmen «Still Alice» på rundt 400 ord hvor du gir terningkast 4
4281,Skriv en anmeldelse av filmen «Mandela: Veien til frihet» på rundt 500 ord hvor du gir terningkast 3
5198,Skriv en anmeldelse av filmen «Pacific Rim: Uprising» på rundt 600 ord hvor du gir terningkast 4
3638,Skriv en anmeldelse av filmen «Splice» på rundt 300 ord hvor du gir terningkast 4
72,Skriv en anmeldelse av TV-serien «Burn Notice» sesong 3 på rundt 500 ord hvor du gir terningkast 4
4038,Skriv en anmeldelse av filmen «Skvis» på rundt 400 ord hvor du gir terningkast 3
401785,Skriv en anmeldelse av filmen «The Other side of the Wind» på rundt 1000 ord hvor du gir terningkast 4
4666,Skriv en anmeldelse av filmen «Himmelen over Havanna» på rundt 400 ord hvor du gir terningkast 4
4808,Skriv en anmeldelse av filmen «Jason Bourne» på rundt 100 ord hvor du gir terningkast 4
3473,Skriv en anmeldelse av filmen «Død Snø» på rundt 400 ord hvor du gir terningkast 4
3813,Skriv en anmeldelse av filmen «Hanna» på rundt 500 ord hvor du gir terningkast 4
4200,Skriv en anmeldelse av filmen «Skyggejegerne: Demonenes by» på rundt 500 ord hvor du gir terningkast 4
3718,Skriv en anmeldelse av filmen «Fjellet» på rundt 300 ord hvor du gir terningkast 5
4674,Skriv en anmeldelse av filmen «A Very Murray Christmas» på rundt 500 ord hvor du gir terningkast 5
4141,Skriv en anmeldelse av filmen «Iron Man 3» på rundt 600 ord hvor du gir terningkast 5
401663,Skriv en anmeldelse av filmen «Hotel Artemis» på rundt 600 ord hvor du gir terningkast 2
3497,Skriv en anmeldelse av filmen «Milk» på rundt 500 ord hvor du gir terningkast 5
83,Skriv en anmeldelse av TV-serien «Murphy's Law» sesong 3 på rundt 700 ord hvor du gir terningkast 5
4944,Skriv en anmeldelse av filmen «Fist Fight» på rundt 100 ord hvor du gir terningkast 2
4478,Skriv en anmeldelse av filmen «Blackhat» på rundt 400 ord hvor du gir terningkast 3
5374,Skriv en anmeldelse av filmen «Amundsen» på rundt 100 ord hvor du gir terningkast 4
5195,Skriv en anmeldelse av filmen «Jeg vet hvem du er» på rundt 400 ord hvor du gir terningkast 3
401709,Skriv en anmeldelse av filmen «Johnny English Strikes Again» på rundt 500 ord hvor du gir terningkast 3
3546,Skriv en anmeldelse av filmen «The Haunting in Connecticut» på rundt 300 ord hvor du gir terningkast 3
5157,Skriv en anmeldelse av filmen «Savnet» på rundt 900 ord hvor du gir terningkast 5
427,Skriv en anmeldelse av filmen «Up in the air» på rundt 500 ord hvor du gir terningkast 4
4278,Skriv en anmeldelse av filmen «Kvinnen i buret» på rundt 400 ord hvor du gir terningkast 4
4758,Skriv en anmeldelse av filmen «I skyggen av kvinner» på rundt 400 ord hvor du gir terningkast 4
400246,Skriv en anmeldelse av filmen «The Big Short» på rundt 100 ord hvor du gir terningkast 5
3584,Skriv en anmeldelse av filmen «Apen» på rundt 300 ord hvor du gir terningkast 5
276,Skriv en anmeldelse av TV-serien «The Muppets» sesong 1 på rundt 500 ord hvor du gir terningkast 4
3963,Skriv en anmeldelse av filmen «Hva om vi alle bodde sammen?» på rundt 300 ord hvor du gir terningkast 3
4870,Skriv en anmeldelse av filmen «Deepwater Horizon» på rundt 100 ord hvor du gir terningkast 4
4420,Skriv en anmeldelse av filmen «A Most Wanted Man» på rundt 500 ord hvor du gir terningkast 4
401022,Skriv en anmeldelse av filmen «Emojifilmen» på rundt 500 ord hvor du gir terningkast 2
4486,Skriv en anmeldelse av filmen «Birdman» på rundt 500 ord hvor du gir terningkast 6
3279,Skriv en anmeldelse av filmen «Rush Hour 3» på rundt 400 ord hvor du gir terningkast 3
400327,Skriv en anmeldelse av filmen «Richard Storken» på rundt 100 ord hvor du gir terningkast 5
3162,Skriv en anmeldelse av filmen «Lovlig blond» på rundt 300 ord hvor du gir terningkast 3
400341,Skriv en anmeldelse av filmen «Gråtass redder gården» på rundt 100 ord hvor du gir terningkast 3
401138,Skriv en anmeldelse av filmen «Gjengangere» på rundt 400 ord hvor du gir terningkast 4
3526,Skriv en anmeldelse av filmen «State of Play» på rundt 300 ord hvor du gir terningkast 4
4370,Skriv en anmeldelse av filmen «Yves Saint Laurent» på rundt 400 ord hvor du gir terningkast 3
401539,Skriv en anmeldelse av filmen «Sommerbarn» på rundt 400 ord hvor du gir terningkast 3
4779,Skriv en anmeldelse av filmen «Gimme Danger» på rundt 100 ord hvor du gir terningkast 4
3514,Skriv en anmeldelse av filmen «Gran Torino» på rundt 400 ord hvor du gir terningkast 5
4723,Skriv en anmeldelse av filmen «Mustang» på rundt 300 ord hvor du gir terningkast 5
4929,Skriv en anmeldelse av filmen «Lego-Batman-filmen» på rundt 100 ord hvor du gir terningkast 5
4103,Skriv en anmeldelse av filmen «Karsten og Petra blir bestevenner» på rundt 400 ord hvor du gir terningkast 4
4705,Skriv en anmeldelse av filmen «Suffragette - Kampen for frihet» på rundt 700 ord hvor du gir terningkast 4
4871,Skriv en anmeldelse av filmen «Den allvarsamma leken» på rundt 100 ord hvor du gir terningkast 4
3429,Skriv en anmeldelse av filmen «Ikke krøll med Zohan!» på rundt 400 ord hvor du gir terningkast 4
3291,Skriv en anmeldelse av filmen «Chuck og Larry» på rundt 400 ord hvor du gir terningkast 2
4438,Skriv en anmeldelse av filmen «Karsten og Petras vidunderlige jul» på rundt 400 ord hvor du gir terningkast 4
5244,Skriv en anmeldelse av filmen «Ulydighet» på rundt 600 ord hvor du gir terningkast 5
3862,Skriv en anmeldelse av filmen «What's Your Number?» på rundt 500 ord hvor du gir terningkast 3
392,Skriv en anmeldelse av filmen «Siste stopp 174» på rundt 400 ord hvor du gir terningkast 4
401552,Skriv en anmeldelse av filmen «Jurassic World: Fallen Kingdom» på rundt 600 ord hvor du gir terningkast 3
4519,Skriv en anmeldelse av filmen «The Second Best Exotic Marigold Hotel» på rundt 400 ord hvor du gir terningkast 4
401850,Skriv en anmeldelse av filmen «Springsteen on Broadway» på rundt 500 ord hvor du gir terningkast 5
3616,Skriv en anmeldelse av filmen «Harry Brown» på rundt 400 ord hvor du gir terningkast 4
92,Skriv en anmeldelse av TV-serien «The Event» sesong 1 på rundt 600 ord hvor du gir terningkast 2
362,Skriv en anmeldelse av TV-serien «13 Reasons Why» sesong 1 på rundt 100 ord hvor du gir terningkast 4
5442,Skriv en anmeldelse av TV-serien «All Night» sesong 1 på rundt 700 ord hvor du gir terningkast 3
4316,Skriv en anmeldelse av filmen «Elsk meg» på rundt 300 ord hvor du gir terningkast 4
445,Skriv en anmeldelse av filmen «Fish Tank» på rundt 400 ord hvor du gir terningkast 5
3650,Skriv en anmeldelse av filmen «The Expendables» på rundt 400 ord hvor du gir terningkast 5
400779,Skriv en anmeldelse av TV-serien «Bosch 3» på rundt 100 ord hvor du gir terningkast 5
4320,Skriv en anmeldelse av filmen «Natt til 17.» på rundt 400 ord hvor du gir terningkast 5
4086,Skriv en anmeldelse av filmen «Silver Linings Playbook» på rundt 300 ord hvor du gir terningkast 5
4332,Skriv en anmeldelse av filmen «Nebraska» på rundt 400 ord hvor du gir terningkast 5
4602,Skriv en anmeldelse av filmen «Pøbler» på rundt 300 ord hvor du gir terningkast 4
4943,Skriv en anmeldelse av filmen «The Bye Bye Man» på rundt 100 ord hvor du gir terningkast 2
400095,Skriv en anmeldelse av filmen «Madagaskarpingvinene» på rundt 400 ord hvor du gir terningkast 5
3199,Skriv en anmeldelse av filmen «A History of Violence» på rundt 400 ord hvor du gir terningkast 5
400803,Skriv en anmeldelse av TV-serien «Skam» sesong 2 på rundt 100 ord hvor du gir terningkast 5
3255,Skriv en anmeldelse av filmen «Razzle Dazzle» på rundt 300 ord hvor du gir terningkast 3
3313,Skriv en anmeldelse av filmen «Surf’s up» på rundt 300 ord hvor du gir terningkast 4
3913,Skriv en anmeldelse av filmen «Pus med støvler» på rundt 400 ord hvor du gir terningkast 4
400270,Skriv en anmeldelse av filmen «Truth» på rundt 500 ord hvor du gir terningkast 3
5220,Skriv en anmeldelse av filmen «The Hurricane Heist» på rundt 500 ord hvor du gir terningkast 3
5106,Skriv en anmeldelse av filmen «Breathe» på rundt 600 ord hvor du gir terningkast 4
5165,Skriv en anmeldelse av filmen «Fifty Shades Freed» på rundt 700 ord hvor du gir terningkast 2
304,Skriv en anmeldelse av TV-serien «Marseille» sesong 1 på rundt 100 ord hvor du gir terningkast 3
4557,Skriv en anmeldelse av filmen «Disney Tomorrowland – A World Beyond» på rundt 500 ord hvor du gir terningkast 4
3774,Skriv en anmeldelse av filmen «Skrik 4» på rundt 500 ord hvor du gir terningkast 3
3314,Skriv en anmeldelse av filmen «Jar City» på rundt 400 ord hvor du gir terningkast 4
271,Skriv en anmeldelse av TV-serien «The Bastard Executioner» sesong 1 på rundt 800 ord hvor du gir terningkast 2
401238,Skriv en anmeldelse av filmen «Star Wars: The Last Jedi» på rundt 1000 ord hvor du gir terningkast 5
3648,Skriv en anmeldelse av filmen «Toy Story 3» på rundt 400 ord hvor du gir terningkast 5
4481,Skriv en anmeldelse av filmen «What We Do In The Shadows» på rundt 400 ord hvor du gir terningkast 5
4638,Skriv en anmeldelse av filmen «Legend» på rundt 700 ord hvor du gir terningkast 4
4968,Skriv en anmeldelse av filmen «Life» på rundt 100 ord hvor du gir terningkast 4
4291,"Skriv en anmeldelse av filmen «Familien, August: Osage County» på rundt 400 ord hvor du gir terningkast 3"
402128,Skriv en anmeldelse av filmen «Mary Queen of Scots» på rundt 100 ord hvor du gir terningkast 5
3483,Skriv en anmeldelse av filmen «Frost/Nixon» på rundt 400 ord hvor du gir terningkast 5
4633,Skriv en anmeldelse av filmen «Sorte Sjeler» på rundt 400 ord hvor du gir terningkast 5
400225,Skriv en anmeldelse av filmen «London has fallen» på rundt 100 ord hvor du gir terningkast 3
400249,Skriv en anmeldelse av filmen «The Revenant» på rundt 100 ord hvor du gir terningkast 4
401601,Skriv en anmeldelse av filmen «Mamma Mia: Here we go again» på rundt 700 ord hvor du gir terningkast 3
3832,"Skriv en anmeldelse av filmen «Det er aldri for sent, Larry Crowne» på rundt 400 ord hvor du gir terningkast 3"
5309,Skriv en anmeldelse av filmen «Kapteinen» på rundt 600 ord hvor du gir terningkast 5
4911,Skriv en anmeldelse av filmen «Lion» på rundt 100 ord hvor du gir terningkast 4
3271,Skriv en anmeldelse av filmen «The Deer Hunter» på rundt 400 ord hvor du gir terningkast 5
401546,Skriv en anmeldelse av filmen «I feel pretty» på rundt 500 ord hvor du gir terningkast 1
401113,Skriv en anmeldelse av filmen «Thor: Ragnarok» på rundt 500 ord hvor du gir terningkast 5
401797,Skriv en anmeldelse av filmen «Kapteinen» på rundt 600 ord hvor du gir terningkast 4
401902,Skriv en anmeldelse av filmen «Glass» på rundt 100 ord hvor du gir terningkast 3
4882,Skriv en anmeldelse av filmen «Yarden» på rundt 100 ord hvor du gir terningkast 5
3547,Skriv en anmeldelse av filmen «Last chance Harvey» på rundt 300 ord hvor du gir terningkast 2
400091,Skriv en anmeldelse av filmen «Calvary – Golgata» på rundt 300 ord hvor du gir terningkast 4
4415,Skriv en anmeldelse av filmen «Haram» på rundt 400 ord hvor du gir terningkast 4
3537,Skriv en anmeldelse av filmen «Ghost Busters» på rundt 400 ord hvor du gir terningkast 5
3444,Skriv en anmeldelse av filmen «Fatso» på rundt 500 ord hvor du gir terningkast 5
4356,Skriv en anmeldelse av filmen «Maleficent» på rundt 1000 ord hvor du gir terningkast 4
401743,Skriv en anmeldelse av filmen «Cold war» på rundt 400 ord hvor du gir terningkast 5
401543,Skriv en anmeldelse av filmen «Mannen mot strømmen» på rundt 500 ord hvor du gir terningkast 4
3493,Skriv en anmeldelse av filmen «Den rosa panteren 2» på rundt 400 ord hvor du gir terningkast 3
4646,Skriv en anmeldelse av filmen «James Bond: Spectre» på rundt 500 ord hvor du gir terningkast 5
400087,Skriv en anmeldelse av filmen «Taken 3» på rundt 400 ord hvor du gir terningkast 3
3433,Skriv en anmeldelse av filmen «Flammen & Citronen» på rundt 400 ord hvor du gir terningkast 5
4506,Skriv en anmeldelse av filmen «Svenskjævel» på rundt 400 ord hvor du gir terningkast 5
4938,Skriv en anmeldelse av filmen «A Cure for Wellness» på rundt 100 ord hvor du gir terningkast 3
3928,Skriv en anmeldelse av filmen «Safe House» på rundt 400 ord hvor du gir terningkast 4
5221,Skriv en anmeldelse av filmen «Truth or Dare» på rundt 600 ord hvor du gir terningkast 2
401300,Skriv en anmeldelse av filmen «Maze Runner» på rundt 400 ord hvor du gir terningkast 4
4153,Skriv en anmeldelse av filmen «Wara No Tate» på rundt 400 ord hvor du gir terningkast 2
3761,Skriv en anmeldelse av filmen «Rødhette og varulven» på rundt 400 ord hvor du gir terningkast 2
4814,Skriv en anmeldelse av filmen «Batman: The Killing Joke» på rundt 100 ord hvor du gir terningkast 3
400414,Skriv en anmeldelse av filmen «Chef» på rundt 400 ord hvor du gir terningkast 4
3329,Skriv en anmeldelse av filmen «Across the Universe» på rundt 400 ord hvor du gir terningkast 6
4762,Skriv en anmeldelse av filmen «Captain America: Civil War» på rundt 500 ord hvor du gir terningkast 5
401570,"Skriv en anmeldelse av filmen «Love, Simon» på rundt 500 ord hvor du gir terningkast 5"
400267,Skriv en anmeldelse av filmen «Joy» på rundt 500 ord hvor du gir terningkast 4
400135,Skriv en anmeldelse av filmen «Børning 2» på rundt 100 ord hvor du gir terningkast 3
5091,Skriv en anmeldelse av filmen «Good Time» på rundt 400 ord hvor du gir terningkast 5
4189,Skriv en anmeldelse av filmen «Jeg er din» på rundt 500 ord hvor du gir terningkast 4
4409,Skriv en anmeldelse av filmen «If I Stay» på rundt 500 ord hvor du gir terningkast 3
400123,Skriv en anmeldelse av filmen «Train to Busan» på rundt 100 ord hvor du gir terningkast 5
3253,Skriv en anmeldelse av filmen «Next» på rundt 400 ord hvor du gir terningkast 3
3436,Skriv en anmeldelse av filmen «Iskyss» på rundt 400 ord hvor du gir terningkast 4
295,Skriv en anmeldelse av TV-serien «The Night Manager» sesong 1 på rundt 500 ord hvor du gir terningkast 5
4287,Skriv en anmeldelse av filmen «The Wolf of Wall Street» på rundt 600 ord hvor du gir terningkast 5
3738,Skriv en anmeldelse av filmen «Just Go with It» på rundt 500 ord hvor du gir terningkast 4
4043,Skriv en anmeldelse av filmen «Paranormal Activity 4» på rundt 400 ord hvor du gir terningkast 2
4207,Skriv en anmeldelse av filmen «Før midnatt» på rundt 500 ord hvor du gir terningkast 5
400209,Skriv en anmeldelse av filmen «El Club» på rundt 100 ord hvor du gir terningkast 5
4270,Skriv en anmeldelse av filmen «Frost» på rundt 400 ord hvor du gir terningkast 4
3504,Skriv en anmeldelse av filmen «Watchmen» på rundt 500 ord hvor du gir terningkast 5
4023,Skriv en anmeldelse av filmen «ParaNorman» på rundt 400 ord hvor du gir terningkast 5
400811,Skriv en anmeldelse av TV-serien «The Bastard Executioner» på rundt 600 ord hvor du gir terningkast 2
3461,Skriv en anmeldelse av filmen «The day the earth stood still» på rundt 500 ord hvor du gir terningkast 3
402067,Skriv en anmeldelse av TV-serien «Wisting» på rundt 100 ord hvor du gir terningkast 4
331,Skriv en anmeldelse av TV-serien «Luke Cage» sesong 1 på rundt 100 ord hvor du gir terningkast 5
400210,Skriv en anmeldelse av filmen «Station to Station» på rundt 100 ord hvor du gir terningkast 3
4999,Skriv en anmeldelse av filmen «Frantz» på rundt 100 ord hvor du gir terningkast 5
3730,Skriv en anmeldelse av filmen «Jeg reiser alene» på rundt 400 ord hvor du gir terningkast 4
4859,Skriv en anmeldelse av filmen «Inferno» på rundt 100 ord hvor du gir terningkast 3
401531,Skriv en anmeldelse av filmen «Jungelgjengen» på rundt 400 ord hvor du gir terningkast 2
4550,Skriv en anmeldelse av filmen «Louder Than Bombs» på rundt 400 ord hvor du gir terningkast 5
3641,Skriv en anmeldelse av filmen «Extreme Prejudice» på rundt 500 ord hvor du gir terningkast 5
400388,Skriv en anmeldelse av filmen «Marcus & Martinus - Sammen om drømmen» på rundt 100 ord hvor du gir terningkast 4
4463,Skriv en anmeldelse av filmen «Min leilighet i Paris» på rundt 400 ord hvor du gir terningkast 4
3989,Skriv en anmeldelse av filmen «Safe» på rundt 400 ord hvor du gir terningkast 3
