id,prompt
401736,Skriv en anmeldelse av filmen «En affære» på rundt 500 ord hvor du gir terningkast 2
4780,Skriv en anmeldelse av filmen «The Neon Demon» på rundt 100 ord hvor du gir terningkast 5
3788,Skriv en anmeldelse av filmen «Restless» på rundt 300 ord hvor du gir terningkast 3
5229,Skriv en anmeldelse av filmen «Solo: A Star Wars Story» på rundt 600 ord hvor du gir terningkast 3
400272,Skriv en anmeldelse av filmen «Snoopy og Charlie Brown: Knøttene-Filmen» på rundt 300 ord hvor du gir terningkast 4
4277,Skriv en anmeldelse av filmen «47 Ronin» på rundt 400 ord hvor du gir terningkast 3
4816,Skriv en anmeldelse av filmen «Star Trek Beyond» på rundt 100 ord hvor du gir terningkast 4
3279,Skriv en anmeldelse av filmen «Rush Hour 3» på rundt 400 ord hvor du gir terningkast 3
400382,Skriv en anmeldelse av filmen «The Rules for Everything» på rundt 100 ord hvor du gir terningkast 3
5124,Skriv en anmeldelse av filmen «Winnerbäck – et slags liv» på rundt 500 ord hvor du gir terningkast 5
272,Skriv en anmeldelse av TV-serien «Jessica Jones» sesong 1 på rundt 700 ord hvor du gir terningkast 5
3712,Skriv en anmeldelse av filmen «The Tourist» på rundt 300 ord hvor du gir terningkast 4
5186,Skriv en anmeldelse av filmen «Revenge» på rundt 500 ord hvor du gir terningkast 4
3713,Skriv en anmeldelse av filmen «Treet» på rundt 300 ord hvor du gir terningkast 5
3686,Skriv en anmeldelse av filmen «Unstoppable» på rundt 400 ord hvor du gir terningkast 3
401111,Skriv en anmeldelse av filmen «The Square» på rundt 600 ord hvor du gir terningkast 5
4534,Skriv en anmeldelse av filmen «Citizenfour» på rundt 600 ord hvor du gir terningkast 6
400016,Skriv en anmeldelse av filmen «Jurassic World» på rundt 100 ord hvor du gir terningkast 5
3676,Skriv en anmeldelse av filmen «You Will Meet A Tall Dark Stranger» på rundt 500 ord hvor du gir terningkast 3
4727,Skriv en anmeldelse av filmen «The 5th Wave» på rundt 400 ord hvor du gir terningkast 2
4386,Skriv en anmeldelse av filmen «The Raid 2» på rundt 400 ord hvor du gir terningkast 5
177,Skriv en anmeldelse av TV-serien «Game of Thrones» sesong 4 på rundt 700 ord hvor du gir terningkast 5
4222,Skriv en anmeldelse av filmen «Runner Runner» på rundt 400 ord hvor du gir terningkast 2
5134,Skriv en anmeldelse av filmen «Adjø Montebello» på rundt 600 ord hvor du gir terningkast 4
4166,Skriv en anmeldelse av filmen «Call Girl» på rundt 500 ord hvor du gir terningkast 5
4437,Skriv en anmeldelse av filmen «Nånting måste gå sönder» på rundt 500 ord hvor du gir terningkast 4
4728,Skriv en anmeldelse av filmen «Spotlight» på rundt 400 ord hvor du gir terningkast 5
246,Skriv en anmeldelse av TV-serien «Wet Hot American Summer: First Day of Camp» sesong 1 på rundt 500 ord hvor du gir terningkast 4
401647,Skriv en anmeldelse av filmen «Prayer before dawn» på rundt 400 ord hvor du gir terningkast 5
4748,Skriv en anmeldelse av filmen «Hardcore» på rundt 100 ord hvor du gir terningkast 5
3255,Skriv en anmeldelse av filmen «Razzle Dazzle» på rundt 300 ord hvor du gir terningkast 3
400339,Skriv en anmeldelse av filmen «Løvetannbarn» på rundt 100 ord hvor du gir terningkast 5
3872,Skriv en anmeldelse av filmen «Tower Heist» på rundt 400 ord hvor du gir terningkast 4
3384,Skriv en anmeldelse av filmen «Meet the Spartans» på rundt 400 ord hvor du gir terningkast 2
5437,Skriv en anmeldelse av TV-serien «Westworld» sesong 2 på rundt 1200 ord hvor du gir terningkast 5
5153,Skriv en anmeldelse av filmen «Pitch Perfect 3» på rundt 700 ord hvor du gir terningkast 3
134,Skriv en anmeldelse av TV-serien «Nashville» sesong 1 på rundt 900 ord hvor du gir terningkast 5
3909,Skriv en anmeldelse av filmen «Jernkvinnen» på rundt 500 ord hvor du gir terningkast 4
3931,Skriv en anmeldelse av filmen «Kompani Orheim» på rundt 500 ord hvor du gir terningkast 5
401309,Skriv en anmeldelse av filmen «Let the sunshine in» på rundt 500 ord hvor du gir terningkast 4
4325,Skriv en anmeldelse av filmen «The Lunchbox» på rundt 400 ord hvor du gir terningkast 5
400062,Skriv en anmeldelse av filmen «Sils Maria» på rundt 600 ord hvor du gir terningkast 5
400281,Skriv en anmeldelse av filmen «Black Mass» på rundt 400 ord hvor du gir terningkast 5
400988,Skriv en anmeldelse av filmen «War for the planet of the apes» på rundt 500 ord hvor du gir terningkast 4
3329,Skriv en anmeldelse av filmen «Across the Universe» på rundt 400 ord hvor du gir terningkast 6
4162,Skriv en anmeldelse av filmen «After Earth» på rundt 600 ord hvor du gir terningkast 3
3323,Skriv en anmeldelse av filmen «My blueberry nights» på rundt 400 ord hvor du gir terningkast 4
4491,Skriv en anmeldelse av filmen «The Dextape» på rundt 600 ord hvor du gir terningkast 2
3275,Skriv en anmeldelse av filmen «Familien Robinson» på rundt 300 ord hvor du gir terningkast 4
3647,Skriv en anmeldelse av filmen «Varg Veum - Skriften på veggen» på rundt 400 ord hvor du gir terningkast 3
401337,Skriv en anmeldelse av filmen «Isle of Dogs» på rundt 600 ord hvor du gir terningkast 5
401671,Skriv en anmeldelse av filmen «Leave no Trace» på rundt 600 ord hvor du gir terningkast 5
85,Skriv en anmeldelse av TV-serien «Spooks» sesong 3 på rundt 800 ord hvor du gir terningkast 4
4845,Skriv en anmeldelse av filmen «Peter og Dragen» på rundt 100 ord hvor du gir terningkast 4
401882,Skriv en anmeldelse av filmen «Vice» på rundt 100 ord hvor du gir terningkast 4
4869,Skriv en anmeldelse av filmen «Train to Busan» på rundt 100 ord hvor du gir terningkast 4
316,Skriv en anmeldelse av TV-serien «The Night Of» sesong 1 på rundt 100 ord hvor du gir terningkast 5
400775,Skriv en anmeldelse av TV-serien «Master of None» sesong 1 på rundt 100 ord hvor du gir terningkast 4
4740,Skriv en anmeldelse av filmen «Batman v Superman: Dawn of Justice» på rundt 500 ord hvor du gir terningkast 5
400172,Skriv en anmeldelse av filmen «The Survivalist» på rundt 100 ord hvor du gir terningkast 5
3777,"Skriv en anmeldelse av filmen «My Son, My Son, What Have Ye Done» på rundt 600 ord hvor du gir terningkast 5"
3731,Skriv en anmeldelse av filmen «Kongens tale» på rundt 400 ord hvor du gir terningkast 5
400992,Skriv en anmeldelse av filmen «Må jette» på rundt 400 ord hvor du gir terningkast 5
211,Skriv en anmeldelse av TV-serien «Parks and Recreation» sesong 7 på rundt 500 ord hvor du gir terningkast 5
5215,Skriv en anmeldelse av filmen «Loving Vincent» på rundt 400 ord hvor du gir terningkast 4
4595,Skriv en anmeldelse av filmen «Fantastic Four» på rundt 700 ord hvor du gir terningkast 2
4037,Skriv en anmeldelse av filmen «Hypnotisøren» på rundt 400 ord hvor du gir terningkast 3
400312,Skriv en anmeldelse av filmen «The Mummy» på rundt 100 ord hvor du gir terningkast 3
3174,Skriv en anmeldelse av filmen «Catch Me If You Can» på rundt 400 ord hvor du gir terningkast 5
3597,Skriv en anmeldelse av filmen «Kick-Ass» på rundt 400 ord hvor du gir terningkast 5
3662,Skriv en anmeldelse av filmen «I en bedre verden» på rundt 400 ord hvor du gir terningkast 5
5212,Skriv en anmeldelse av filmen «Death Wish» på rundt 600 ord hvor du gir terningkast 3
3957,Skriv en anmeldelse av filmen «The Awakening» på rundt 600 ord hvor du gir terningkast 5
4539,Skriv en anmeldelse av filmen «Min nye venninne» på rundt 500 ord hvor du gir terningkast 4
401624,Skriv en anmeldelse av filmen «De utrolige 2»» på rundt 700 ord hvor du gir terningkast 5
4269,Skriv en anmeldelse av filmen «Mr. Morgan's Last Love» på rundt 600 ord hvor du gir terningkast 2
3567,Skriv en anmeldelse av filmen «Little Miss Sunshine» på rundt 400 ord hvor du gir terningkast 5
45,Skriv en anmeldelse av TV-serien «Star Wars: The Clone Wars» sesong 2 på rundt 500 ord hvor du gir terningkast 5
64,Skriv en anmeldelse av TV-serien «True Blood» sesong 3 på rundt 900 ord hvor du gir terningkast 4
12,Skriv en anmeldelse av TV-serien «Mad Men» sesong 3 på rundt 400 ord hvor du gir terningkast 6
4156,Skriv en anmeldelse av filmen «To the Wonder» på rundt 500 ord hvor du gir terningkast 5
4251,Skriv en anmeldelse av filmen «Den femte statsmakt» på rundt 400 ord hvor du gir terningkast 3
3356,Skriv en anmeldelse av filmen «Sweeney Todd – Demonbarbereren fra Fleet Street» på rundt 400 ord hvor du gir terningkast 6
4962,"Skriv en anmeldelse av filmen «Kvinne, ukjent» på rundt 100 ord hvor du gir terningkast 4"
4529,Skriv en anmeldelse av filmen «Ex Machina» på rundt 600 ord hvor du gir terningkast 5
5448,Skriv en anmeldelse av TV-serien «Sharp Objects» sesong 1 på rundt 700 ord hvor du gir terningkast 5
4103,Skriv en anmeldelse av filmen «Karsten og Petra blir bestevenner» på rundt 400 ord hvor du gir terningkast 4
400143,Skriv en anmeldelse av filmen «Gilberts Grusomme Hevn» på rundt 100 ord hvor du gir terningkast 4
400094,Skriv en anmeldelse av filmen «The Imitation Game» på rundt 600 ord hvor du gir terningkast 5
4593,Skriv en anmeldelse av filmen «Dryads – Girls Don’t Cry» på rundt 400 ord hvor du gir terningkast 4
4683,Skriv en anmeldelse av filmen «In The Heart Of The Sea» på rundt 500 ord hvor du gir terningkast 3
3198,Skriv en anmeldelse av filmen «The 40 Year Old Virgin» på rundt 300 ord hvor du gir terningkast 4
401079,Skriv en anmeldelse av filmen «Kingsman - The Golden Circle» på rundt 400 ord hvor du gir terningkast 4
4669,Skriv en anmeldelse av filmen «By The Sea» på rundt 400 ord hvor du gir terningkast 3
3304,Skriv en anmeldelse av filmen «Switch» på rundt 400 ord hvor du gir terningkast 4
4730,Skriv en anmeldelse av filmen «10 Cloverfield Lane» på rundt 400 ord hvor du gir terningkast 4
400415,Skriv en anmeldelse av filmen «Divergent» på rundt 400 ord hvor du gir terningkast 3
4153,Skriv en anmeldelse av filmen «Wara No Tate» på rundt 400 ord hvor du gir terningkast 2
5278,Skriv en anmeldelse av filmen «Leave no Trace» på rundt 100 ord hvor du gir terningkast 5
401614,"Skriv en anmeldelse av filmen «Bergman – ett år, ett liv» på rundt 600 ord hvor du gir terningkast 4"
4695,Skriv en anmeldelse av filmen «Middelhavet» på rundt 400 ord hvor du gir terningkast 5
4417,Skriv en anmeldelse av filmen «Dracula Untold» på rundt 300 ord hvor du gir terningkast 2
5249,Skriv en anmeldelse av filmen «Skyscraper» på rundt 600 ord hvor du gir terningkast 3
400314,Skriv en anmeldelse av filmen «Kaptein Supertruse» på rundt 100 ord hvor du gir terningkast 4
401898,Skriv en anmeldelse av TV-serien «Magnus» på rundt 100 ord hvor du gir terningkast 5
5450,Skriv en anmeldelse av TV-serien «Orange Is the New Black» sesong 6 på rundt 700 ord hvor du gir terningkast 4
401873,Skriv en anmeldelse av filmen «Bird Box» på rundt 500 ord hvor du gir terningkast 4
3218,Skriv en anmeldelse av filmen «Smokin’ Aces» på rundt 400 ord hvor du gir terningkast 3
400024,Skriv en anmeldelse av filmen «McFarland» på rundt 100 ord hvor du gir terningkast 5
3299,Skriv en anmeldelse av filmen «Day Watch» på rundt 400 ord hvor du gir terningkast 4
3437,Skriv en anmeldelse av filmen «Fritt vilt II» på rundt 400 ord hvor du gir terningkast 4
401476,Skriv en anmeldelse av TV-serien «Atlanta» sesong 2 på rundt 500 ord hvor du gir terningkast 5
4244,Skriv en anmeldelse av filmen «The Act of Killing» på rundt 400 ord hvor du gir terningkast 6
400088,Skriv en anmeldelse av filmen «Seventh Son» på rundt 500 ord hvor du gir terningkast 2
3290,Skriv en anmeldelse av filmen «Varg Veum – Bitre blomster» på rundt 400 ord hvor du gir terningkast 4
4366,Skriv en anmeldelse av filmen «That Awkward Moment» på rundt 400 ord hvor du gir terningkast 4
338,Skriv en anmeldelse av TV-serien «The Crown» sesong 1 på rundt 900 ord hvor du gir terningkast 5
4154,Skriv en anmeldelse av filmen «Only God Forgives» på rundt 500 ord hvor du gir terningkast 4
4479,Skriv en anmeldelse av filmen «Leviatan» på rundt 300 ord hvor du gir terningkast 5
3305,Skriv en anmeldelse av filmen «Natural Born Star» på rundt 500 ord hvor du gir terningkast 5
400414,Skriv en anmeldelse av filmen «Chef» på rundt 400 ord hvor du gir terningkast 4
4280,Skriv en anmeldelse av filmen «Det regner kjøttboller 2» på rundt 400 ord hvor du gir terningkast 2
4095,Skriv en anmeldelse av filmen «Hansel and Gretel: Witch Hunters» på rundt 600 ord hvor du gir terningkast 4
3751,Skriv en anmeldelse av filmen «Pax» på rundt 500 ord hvor du gir terningkast 2
3404,Skriv en anmeldelse av filmen «Mamma Mia!» på rundt 400 ord hvor du gir terningkast 4
4844,Skriv en anmeldelse av filmen «The Girl with All the Gifts» på rundt 100 ord hvor du gir terningkast 5
5012,Skriv en anmeldelse av filmen «Milo - Månens vokter» på rundt 100 ord hvor du gir terningkast 4
3360,Skriv en anmeldelse av filmen «Lars and the Real Girl» på rundt 400 ord hvor du gir terningkast 5
4235,Skriv en anmeldelse av filmen «The Purge» på rundt 500 ord hvor du gir terningkast 3
3425,Skriv en anmeldelse av filmen «Wanted» på rundt 400 ord hvor du gir terningkast 4
4907,Skriv en anmeldelse av filmen «Agnus Dei» på rundt 100 ord hvor du gir terningkast 5
5093,Skriv en anmeldelse av filmen «Cries from Syria» på rundt 900 ord hvor du gir terningkast 5
3925,Skriv en anmeldelse av filmen «This Must Be The Place» på rundt 400 ord hvor du gir terningkast 4
3357,Skriv en anmeldelse av filmen «Ulvenatten» på rundt 400 ord hvor du gir terningkast 4
3615,Skriv en anmeldelse av filmen «Hot Tub Time Machine» på rundt 500 ord hvor du gir terningkast 3
4052,Skriv en anmeldelse av filmen «Palme» på rundt 500 ord hvor du gir terningkast 5
4575,Skriv en anmeldelse av filmen «Batman: Arkham Knight» på rundt 900 ord hvor du gir terningkast 4
3652,Skriv en anmeldelse av filmen «Dinner For Schmucks» på rundt 400 ord hvor du gir terningkast 2
4522,Skriv en anmeldelse av filmen «De nærmeste» på rundt 400 ord hvor du gir terningkast 4
4903,Skriv en anmeldelse av filmen «Min pappa Toni Erdmann» på rundt 100 ord hvor du gir terningkast 5
3506,Skriv en anmeldelse av filmen «Menn som hater kvinner» på rundt 400 ord hvor du gir terningkast 4
5067,Skriv en anmeldelse av filmen «Kvinnen fra Brest» på rundt 600 ord hvor du gir terningkast 4
4473,Skriv en anmeldelse av filmen «Staying Alive» på rundt 500 ord hvor du gir terningkast 3
3309,Skriv en anmeldelse av filmen «Emmas lykke» på rundt 400 ord hvor du gir terningkast 5
4635,Skriv en anmeldelse av filmen «Klovn Forever» på rundt 600 ord hvor du gir terningkast 4
379,Skriv en anmeldelse av filmen «Jakten på hukommelsen» på rundt 400 ord hvor du gir terningkast 5
4189,Skriv en anmeldelse av filmen «Jeg er din» på rundt 500 ord hvor du gir terningkast 4
3402,Skriv en anmeldelse av filmen «Porco Rosso» på rundt 300 ord hvor du gir terningkast 4
4929,Skriv en anmeldelse av filmen «Lego-Batman-filmen» på rundt 100 ord hvor du gir terningkast 5
4310,Skriv en anmeldelse av filmen «Doktor Proktors prompepulver» på rundt 500 ord hvor du gir terningkast 4
3522,Skriv en anmeldelse av filmen «Che - Geriljalederen» på rundt 500 ord hvor du gir terningkast 3
4289,Skriv en anmeldelse av filmen «12 Years a Slave» på rundt 500 ord hvor du gir terningkast 5
232,Skriv en anmeldelse av TV-serien «Sense8» sesong 1 på rundt 700 ord hvor du gir terningkast 3
3979,Skriv en anmeldelse av filmen «Prometheus» på rundt 500 ord hvor du gir terningkast 5
4643,Skriv en anmeldelse av filmen «Paranormal Activity: The Ghost Dimension» på rundt 400 ord hvor du gir terningkast 3
4517,Skriv en anmeldelse av filmen «Brødre» på rundt 400 ord hvor du gir terningkast 5
4081,Skriv en anmeldelse av filmen «Texas Chainsaw» på rundt 400 ord hvor du gir terningkast 2
401666,Skriv en anmeldelse av filmen «The Darkest Minds» på rundt 500 ord hvor du gir terningkast 3
110,Skriv en anmeldelse av TV-serien «Nissene over skog og hei» på rundt 400 ord hvor du gir terningkast 5
4465,Skriv en anmeldelse av filmen «Girlhood» på rundt 500 ord hvor du gir terningkast 5
400166,Skriv en anmeldelse av filmen «Lights out» på rundt 100 ord hvor du gir terningkast 5
4758,Skriv en anmeldelse av filmen «I skyggen av kvinner» på rundt 400 ord hvor du gir terningkast 4
5091,Skriv en anmeldelse av filmen «Good Time» på rundt 400 ord hvor du gir terningkast 5
4351,Skriv en anmeldelse av filmen «X Men: Days of Future Past» på rundt 1000 ord hvor du gir terningkast 5
3207,Skriv en anmeldelse av filmen «Kunsten å tenke negativt» på rundt 300 ord hvor du gir terningkast 5
402033,Skriv en anmeldelse av filmen «Vox Lux» på rundt 100 ord hvor du gir terningkast 3
401681,Skriv en anmeldelse av filmen «VampyrVidar» på rundt 100 ord hvor du gir terningkast 4
400228,Skriv en anmeldelse av filmen «Zootropolis» på rundt 100 ord hvor du gir terningkast 5
4142,Skriv en anmeldelse av filmen «Pelle Politibil på sporet» på rundt 400 ord hvor du gir terningkast 4
400372,Skriv en anmeldelse av filmen «T2 Trainspotting» på rundt 100 ord hvor du gir terningkast 4
3382,Skriv en anmeldelse av filmen «Paranoid Park» på rundt 300 ord hvor du gir terningkast 4
3498,Skriv en anmeldelse av filmen «Han er faktisk ikke interessert» på rundt 400 ord hvor du gir terningkast 4
3241,Skriv en anmeldelse av filmen «300» på rundt 500 ord hvor du gir terningkast 6
5160,Skriv en anmeldelse av filmen «Coco» på rundt 500 ord hvor du gir terningkast 5
400204,Skriv en anmeldelse av filmen «El Clásico» på rundt 100 ord hvor du gir terningkast 4
401888,Skriv en anmeldelse av filmen «Shoplifters» på rundt 100 ord hvor du gir terningkast 6
4067,Skriv en anmeldelse av filmen «End of Watch» på rundt 400 ord hvor du gir terningkast 5
4324,Skriv en anmeldelse av filmen «Rio 2» på rundt 400 ord hvor du gir terningkast 4
4104,Skriv en anmeldelse av filmen «A Good Day to Die Hard» på rundt 500 ord hvor du gir terningkast 4
3180,Skriv en anmeldelse av filmen «Punch-drunk Love» på rundt 400 ord hvor du gir terningkast 5
3501,Skriv en anmeldelse av filmen «The International» på rundt 400 ord hvor du gir terningkast 3
5039,Skriv en anmeldelse av filmen «Pop Aye» på rundt 700 ord hvor du gir terningkast 5
3411,Skriv en anmeldelse av filmen «Mumien: Dragekeiserens grav» på rundt 400 ord hvor du gir terningkast 4
4384,Skriv en anmeldelse av filmen «Hercules» på rundt 500 ord hvor du gir terningkast 4
401220,Skriv en anmeldelse av filmen «Sicilian Ghost Story» på rundt 500 ord hvor du gir terningkast 5
22,Skriv en anmeldelse av TV-serien «Glee» sesong 1 på rundt 500 ord hvor du gir terningkast 4
4776,Skriv en anmeldelse av filmen «Captain Fantastic» på rundt 100 ord hvor du gir terningkast 5
3649,Skriv en anmeldelse av filmen «Armadillo» på rundt 300 ord hvor du gir terningkast 5
3555,Skriv en anmeldelse av filmen «L.A. Gigolo» på rundt 400 ord hvor du gir terningkast 4
3865,Skriv en anmeldelse av filmen «The Thing» på rundt 600 ord hvor du gir terningkast 4
401823,Skriv en anmeldelse av filmen «Colette» på rundt 500 ord hvor du gir terningkast 4
401304,Skriv en anmeldelse av filmen «Wonder Wheel» på rundt 400 ord hvor du gir terningkast 3
8,Skriv en anmeldelse av TV-serien «In Treatment» sesong 2 på rundt 400 ord hvor du gir terningkast 5
3520,Skriv en anmeldelse av filmen «X-men Origins: Wolverine» på rundt 400 ord hvor du gir terningkast 4
4053,Skriv en anmeldelse av filmen «Uskyld» på rundt 500 ord hvor du gir terningkast 5
4210,Skriv en anmeldelse av filmen «We’re the Millers» på rundt 400 ord hvor du gir terningkast 2
3270,Skriv en anmeldelse av filmen «Harry Potter og Føniksordenen» på rundt 400 ord hvor du gir terningkast 4
4764,Skriv en anmeldelse av filmen «The Green Inferno» på rundt 100 ord hvor du gir terningkast 3
230,Skriv en anmeldelse av TV-serien «The Strain» sesong 1 på rundt 600 ord hvor du gir terningkast 5
402054,Skriv en anmeldelse av filmen «They Shall Not Grow Old» på rundt 100 ord hvor du gir terningkast 6
400041,Skriv en anmeldelse av filmen «Into the woods» på rundt 300 ord hvor du gir terningkast 4
4140,Skriv en anmeldelse av filmen «Rebell» på rundt 400 ord hvor du gir terningkast 5
4900,Skriv en anmeldelse av filmen «Rogue One: A Star Wars Story» på rundt 100 ord hvor du gir terningkast 5
4789,Skriv en anmeldelse av filmen «Alt det vakre» på rundt 100 ord hvor du gir terningkast 4
4240,Skriv en anmeldelse av filmen «Ender’s Game» på rundt 400 ord hvor du gir terningkast 4
15,Skriv en anmeldelse av TV-serien «Eastbound & Down» sesong 1 på rundt 400 ord hvor du gir terningkast 5
3291,Skriv en anmeldelse av filmen «Chuck og Larry» på rundt 400 ord hvor du gir terningkast 2
4887,Skriv en anmeldelse av filmen «Bad Santa 2» på rundt 100 ord hvor du gir terningkast 2
5175,Skriv en anmeldelse av filmen «Winchester – House of Ghosts» på rundt 500 ord hvor du gir terningkast 3
3575,Skriv en anmeldelse av filmen «Til huttetuenes land» på rundt 500 ord hvor du gir terningkast 5
3374,Skriv en anmeldelse av filmen «Nå eller Aldri» på rundt 300 ord hvor du gir terningkast 4
3605,Skriv en anmeldelse av filmen «Brothers» på rundt 400 ord hvor du gir terningkast 5
3984,Skriv en anmeldelse av filmen «Weekend» på rundt 300 ord hvor du gir terningkast 5
400149,Skriv en anmeldelse av filmen «Kubo og det magiske instrumentet» på rundt 100 ord hvor du gir terningkast 5
401104,Skriv en anmeldelse av filmen «The Beguiled» på rundt 500 ord hvor du gir terningkast 3
4773,"Skriv en anmeldelse av filmen «Jeg, Daniel Blake» på rundt 100 ord hvor du gir terningkast 5"
3760,Skriv en anmeldelse av filmen «Monsters» på rundt 400 ord hvor du gir terningkast 5
401341,"Skriv en anmeldelse av filmen «I, Tonya» på rundt 700 ord hvor du gir terningkast 4"
3397,Skriv en anmeldelse av filmen «The Incredible Hulk» på rundt 500 ord hvor du gir terningkast 2
5050,Skriv en anmeldelse av filmen «Baby Driver» på rundt 700 ord hvor du gir terningkast 5
4597,Skriv en anmeldelse av filmen «Max» på rundt 500 ord hvor du gir terningkast 3
58,Skriv en anmeldelse av TV-serien «Secret Diary of a Call Girl» sesong 3 på rundt 800 ord hvor du gir terningkast 4
3728,Skriv en anmeldelse av filmen «To på rømmen» på rundt 400 ord hvor du gir terningkast 4
4256,Skriv en anmeldelse av filmen «Pacific Rim» på rundt 1200 ord hvor du gir terningkast 5
5424,Skriv en anmeldelse av TV-serien «Altered Carbon» sesong 1 på rundt 700 ord hvor du gir terningkast 4
401852,Skriv en anmeldelse av filmen «Netflix’ Mowgli» på rundt 500 ord hvor du gir terningkast 4
4808,Skriv en anmeldelse av filmen «Jason Bourne» på rundt 100 ord hvor du gir terningkast 4
400027,Skriv en anmeldelse av filmen «The Loft» på rundt 400 ord hvor du gir terningkast 2
4335,Skriv en anmeldelse av filmen «Gjenforeningen» på rundt 500 ord hvor du gir terningkast 4
4047,Skriv en anmeldelse av filmen «Searching for Sugar Man» på rundt 600 ord hvor du gir terningkast 5
4787,Skriv en anmeldelse av filmen «A Perfect Day» på rundt 100 ord hvor du gir terningkast 5
4855,Skriv en anmeldelse av filmen «Swiss Army Man» på rundt 100 ord hvor du gir terningkast 5
4268,Skriv en anmeldelse av filmen «Den store skjønnheten» på rundt 500 ord hvor du gir terningkast 5
5308,Skriv en anmeldelse av filmen «Girl» på rundt 600 ord hvor du gir terningkast 6
400385,Skriv en anmeldelse av filmen «Split» på rundt 100 ord hvor du gir terningkast 5
81,Skriv en anmeldelse av TV-serien «Skins» sesong 3 på rundt 700 ord hvor du gir terningkast 4
3878,Skriv en anmeldelse av filmen «The Twilight Saga: Breaking Dawn - Part 1» på rundt 400 ord hvor du gir terningkast 4
400973,Skriv en anmeldelse av filmen «In between» på rundt 600 ord hvor du gir terningkast 5
401095,Skriv en anmeldelse av filmen «The Big Sick» på rundt 500 ord hvor du gir terningkast 4
5184,Skriv en anmeldelse av filmen «Mirakel» på rundt 600 ord hvor du gir terningkast 3
5062,Skriv en anmeldelse av filmen «Thelma» på rundt 700 ord hvor du gir terningkast 5
5404,Skriv en anmeldelse av TV-serien «Narcos» sesong 3 på rundt 700 ord hvor du gir terningkast 5
400268,Skriv en anmeldelse av filmen «Star Wars: The Force Awakens» på rundt 1500 ord hvor du gir terningkast 5
4062,Skriv en anmeldelse av filmen «The Twilight Saga: Breaking Dawn - Part 2» på rundt 400 ord hvor du gir terningkast 4
